Table,Category,Variable Name,Variable Description,Other Details,
5,Current and Potential Life-threatening Diseases,SSCTMBFI,Chlamydia Ppg3 MBA medium fluorescence intensity,"['SSCT_H_R', 'Chlamydia Pgp3 (plasmid gene product 3) ELISA (enzyme linked immunosorbent assay) and multiplex bead array (MBA) results - Youth', '2013', '2014', 'Laboratory', 'RDC Only']",
5,Current and Potential Life-threatening Diseases,SEQN,Respondent sequence number.,"['CAFE_H', 'Caffeine & Caffeine Metabolites - Urine', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,URDAMULC,5-acetylamino-6-amino-3-methyluracil comment code,"['CAFE_H', 'Caffeine & Caffeine Metabolites - Urine', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,URDMU1LC,1-methyluric acid comment code,"['CAFE_H', 'Caffeine & Caffeine Metabolites - Urine', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,URDMU2LC,3-methyluric acid comment code,"['CAFE_H', 'Caffeine & Caffeine Metabolites - Urine', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,URDMU3LC,7-methyluric acid comment code,"['CAFE_H', 'Caffeine & Caffeine Metabolites - Urine', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,URDMU4LC,"1,3-dimethyluric acid comment code","['CAFE_H', 'Caffeine & Caffeine Metabolites - Urine', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,URDMU5LC,"1,7-dimethyluric acid comment code","['CAFE_H', 'Caffeine & Caffeine Metabolites - Urine', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,URDMU6LC,"3,7-dimethyluric acid comment code","['CAFE_H', 'Caffeine & Caffeine Metabolites - Urine', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,URDMU7LC,"1,3,7-trimethyluric acid comment code","['CAFE_H', 'Caffeine & Caffeine Metabolites - Urine', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,URDMX1LC,1-methylxanthine comment code,"['CAFE_H', 'Caffeine & Caffeine Metabolites - Urine', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,URDMX2LC,3-methylxanthine comment code,"['CAFE_H', 'Caffeine & Caffeine Metabolites - Urine', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,URDMX3LC,7-methylxanthine comment code,"['CAFE_H', 'Caffeine & Caffeine Metabolites - Urine', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,URDMX4LC,"1,3-dimethylxanthine comment code","['CAFE_H', 'Caffeine & Caffeine Metabolites - Urine', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,URDMX5LC,"1,7-dimethylxanthine comment code","['CAFE_H', 'Caffeine & Caffeine Metabolites - Urine', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,URDMX6LC,"3,7-dimethylxanthine comment code","['CAFE_H', 'Caffeine & Caffeine Metabolites - Urine', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,URDMX7LC,"1,3,7-trimethylxanthine comment code","['CAFE_H', 'Caffeine & Caffeine Metabolites - Urine', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,URXAMU,5-acetylamino-6-amino-3-methyluracil (umol/L),"['CAFE_H', 'Caffeine & Caffeine Metabolites - Urine', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,URXMU1,1-methyluric acid (umol/L),"['CAFE_H', 'Caffeine & Caffeine Metabolites - Urine', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,URXMU2,3-methyluric acid (umol/L),"['CAFE_H', 'Caffeine & Caffeine Metabolites - Urine', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,URXMU3,7-methyluric acid (umol/L),"['CAFE_H', 'Caffeine & Caffeine Metabolites - Urine', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,URXMU4,"1,3-dimethyluric acid (umol/L)","['CAFE_H', 'Caffeine & Caffeine Metabolites - Urine', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,URXMU5,"1,7-dimethyluric acid (umol/L)","['CAFE_H', 'Caffeine & Caffeine Metabolites - Urine', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,URXMU6,"3,7-dimethyluric acid (umol/L)","['CAFE_H', 'Caffeine & Caffeine Metabolites - Urine', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,URXMU7,"1,3,7-trimethyluric acid (umol/L)","['CAFE_H', 'Caffeine & Caffeine Metabolites - Urine', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,URXMX1,1-methylxanthine (umol/L),"['CAFE_H', 'Caffeine & Caffeine Metabolites - Urine', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,URXMX2,3-methylxanthine (umol/L),"['CAFE_H', 'Caffeine & Caffeine Metabolites - Urine', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,URXMX3,7-methylxanthine (umol/L),"['CAFE_H', 'Caffeine & Caffeine Metabolites - Urine', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,URXMX4,"1,3-dimethylxanthine(theophylline)umol/L","['CAFE_H', 'Caffeine & Caffeine Metabolites - Urine', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,URXMX5,"1,7-dimethylxanthine(paraxanthine)umol/L","['CAFE_H', 'Caffeine & Caffeine Metabolites - Urine', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,URXMX6,"3,7-dimethylxanthine(theobromine)umol/L","['CAFE_H', 'Caffeine & Caffeine Metabolites - Urine', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,URXMX7,"1,3,7-trimethylxanthine(caffeine)umol/L","['CAFE_H', 'Caffeine & Caffeine Metabolites - Urine', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,WTSC2YR,Two-year C subsample weights,"['CAFE_H', 'Caffeine & Caffeine Metabolites - Urine', '2013', '2014', 'Laboratory', 'None']",
5,Current and Potential Life-threatening Diseases,SEQN,Respondent sequence number,"['U1PN_H_R', 'Perchlorate, Nitrate & Thiocyanate - 24-Hour Urine - First Collection', '2013', '2014', 'Laboratory', 'RDC Only']",
5,Current and Potential Life-threatening Diseases,UR1CR,"Creatinine, urine 1st Collection (mg/dL)","['U1PN_H_R', 'Perchlorate, Nitrate & Thiocyanate - 24-Hour Urine - First Collection', '2013', '2014', 'Laboratory', 'RDC Only']",
5,Current and Potential Life-threatening Diseases,UR1NO3,"Nitrate, urine - 1st Collection (ng/mL)","['U1PN_H_R', 'Perchlorate, Nitrate & Thiocyanate - 24-Hour Urine - First Collection', '2013', '2014', 'Laboratory', 'RDC Only']",
5,Current and Potential Life-threatening Diseases,UR1SCN,"Thiocyanate, urine - 1st Collection (ng/mL)","['U1PN_H_R', 'Perchlorate, Nitrate & Thiocyanate - 24-Hour Urine - First Collection', '2013', '2014', 'Laboratory', 'RDC Only']",
5,Current and Potential Life-threatening Diseases,UR1UCSTS,Urine collection status,"['U1PN_H_R', 'Perchlorate, Nitrate & Thiocyanate - 24-Hour Urine - First Collection', '2013', '2014', 'Laboratory', 'RDC Only']",
5,Current and Potential Life-threatening Diseases,UR1UP8,"Perchlorate, urine - 1st Collection (ng/mL)","['U1PN_H_R', 'Perchlorate, Nitrate & Thiocyanate - 24-Hour Urine - First Collection', '2013', '2014', 'Laboratory', 'RDC Only']",
5,Current and Potential Life-threatening Diseases,URDNO1LC,"Nitrate, urine - 1st Collection Comment Code","['U1PN_H_R', 'Perchlorate, Nitrate & Thiocyanate - 24-Hour Urine - First Collection', '2013', '2014', 'Laboratory', 'RDC Only']",
5,Current and Potential Life-threatening Diseases,VPSU,Variance primary sampling unit (PSU),"['U1PN_H_R', 'Perchlorate, Nitrate & Thiocyanate - 24-Hour Urine - First Collection', '2013', '2014', 'Laboratory', 'RDC Only']",
5,Current and Potential Life-threatening Diseases,VPSUBRR,Variance PSU for use with BRR weights,"['U1PN_H_R', 'Perchlorate, Nitrate & Thiocyanate - 24-Hour Urine - First Collection', '2013', '2014', 'Laboratory', 'RDC Only']",
5,Current and Potential Life-threatening Diseases,VSTRA,Variance stratum,"['U1PN_H_R', 'Perchlorate, Nitrate & Thiocyanate - 24-Hour Urine - First Collection', '2013', '2014', 'Laboratory', 'RDC Only']",
5,Current and Potential Life-threatening Diseases,VSTRABRR,Variance stratum for use with BRR weights,"['U1PN_H_R', 'Perchlorate, Nitrate & Thiocyanate - 24-Hour Urine - First Collection', '2013', '2014', 'Laboratory', 'RDC Only']",
5,Current and Potential Life-threatening Diseases,WT1YUB01,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 01,"['U1PN_H_R', 'Perchlorate, Nitrate & Thiocyanate - 24-Hour Urine - First Collection', '2013', '2014', 'Laboratory', 'RDC Only']",
5,Current and Potential Life-threatening Diseases,WT1YUB02,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 02,"['U1PN_H_R', 'Perchlorate, Nitrate & Thiocyanate - 24-Hour Urine - First Collection', '2013', '2014', 'Laboratory', 'RDC Only']",
5,Current and Potential Life-threatening Diseases,WT1YUB03,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 03,"['U1PN_H_R', 'Perchlorate, Nitrate & Thiocyanate - 24-Hour Urine - First Collection', '2013', '2014', 'Laboratory', 'RDC Only']",
5,Current and Potential Life-threatening Diseases,WT1YUB04,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 04,"['U1PN_H_R', 'Perchlorate, Nitrate & Thiocyanate - 24-Hour Urine - First Collection', '2013', '2014', 'Laboratory', 'RDC Only']",
5,Current and Potential Life-threatening Diseases,WT1YUB05,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 05,"['U1PN_H_R', 'Perchlorate, Nitrate & Thiocyanate - 24-Hour Urine - First Collection', '2013', '2014', 'Laboratory', 'RDC Only']",
5,Current and Potential Life-threatening Diseases,WT1YUB06,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 06,"['U1PN_H_R', 'Perchlorate, Nitrate & Thiocyanate - 24-Hour Urine - First Collection', '2013', '2014', 'Laboratory', 'RDC Only']",
5,Current and Potential Life-threatening Diseases,WT1YUB07,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 07,"['U1PN_H_R', 'Perchlorate, Nitrate & Thiocyanate - 24-Hour Urine - First Collection', '2013', '2014', 'Laboratory', 'RDC Only']",
5,Current and Potential Life-threatening Diseases,WT1YUB08,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 08,"['U1PN_H_R', 'Perchlorate, Nitrate & Thiocyanate - 24-Hour Urine - First Collection', '2013', '2014', 'Laboratory', 'RDC Only']",
5,Current and Potential Life-threatening Diseases,WT1YUB09,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 09,"['U1PN_H_R', 'Perchlorate, Nitrate & Thiocyanate - 24-Hour Urine - First Collection', '2013', '2014', 'Laboratory', 'RDC Only']",
5,Current and Potential Life-threatening Diseases,WT1YUB10,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 10,"['U1PN_H_R', 'Perchlorate, Nitrate & Thiocyanate - 24-Hour Urine - First Collection', '2013', '2014', 'Laboratory', 'RDC Only']",
5,Current and Potential Life-threatening Diseases,WT1YUB11,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 11,"['U1PN_H_R', 'Perchlorate, Nitrate & Thiocyanate - 24-Hour Urine - First Collection', '2013', '2014', 'Laboratory', 'RDC Only']",
5,Current and Potential Life-threatening Diseases,WT1YUB12,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 12,"['U1PN_H_R', 'Perchlorate, Nitrate & Thiocyanate - 24-Hour Urine - First Collection', '2013', '2014', 'Laboratory', 'RDC Only']",
5,Current and Potential Life-threatening Diseases,WT1YUB13,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 13,"['U1PN_H_R', 'Perchlorate, Nitrate & Thiocyanate - 24-Hour Urine - First Collection', '2013', '2014', 'Laboratory', 'RDC Only']",
5,Current and Potential Life-threatening Diseases,WT1YUB14,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 14,"['U1PN_H_R', 'Perchlorate, Nitrate & Thiocyanate - 24-Hour Urine - First Collection', '2013', '2014', 'Laboratory', 'RDC Only']",
5,Current and Potential Life-threatening Diseases,WT1YUB15,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 15,"['U1PN_H_R', 'Perchlorate, Nitrate & Thiocyanate - 24-Hour Urine - First Collection', '2013', '2014', 'Laboratory', 'RDC Only']",
5,Current and Potential Life-threatening Diseases,WT1YUB16,1 year urine weight: Fay's adjusted balanced repeated replication (Fay's BRR) weight 16,"['U1PN_H_R', 'Perchlorate, Nitrate & Thiocyanate - 24-Hour Urine - First Collection', '2013', '2014', 'Laboratory', 'RDC Only']",
5,Current and Potential Life-threatening Diseases,WT1YUR,1 year urine weight,"['U1PN_H_R', 'Perchlorate, Nitrate & Thiocyanate - 24-Hour Urine - First Collection', '2013', '2014', 'Laboratory', 'RDC Only']",
5,Current and Potential Life-threatening Diseases,WT1YUR01,1 year urine weight: Jackknife replicate weight 01,"['U1PN_H_R', 'Perchlorate, Nitrate & Thiocyanate - 24-Hour Urine - First Collection', '2013', '2014', 'Laboratory', 'RDC Only']",
5,Current and Potential Life-threatening Diseases,WT1YUR02,1 year urine weight: Jackknife replicate weight 02,"['U1PN_H_R', 'Perchlorate, Nitrate & Thiocyanate - 24-Hour Urine - First Collection', '2013', '2014', 'Laboratory', 'RDC Only']",
5,Current and Potential Life-threatening Diseases,WT1YUR03,1 year urine weight: Jackknife replicate weight 03,"['U1PN_H_R', 'Perchlorate, Nitrate & Thiocyanate - 24-Hour Urine - First Collection', '2013', '2014', 'Laboratory', 'RDC Only']",
5,Current and Potential Life-threatening Diseases,WT1YUR04,1 year urine weight: Jackknife replicate weight 04,"['U1PN_H_R', 'Perchlorate, Nitrate & Thiocyanate - 24-Hour Urine - First Collection', '2013', '2014', 'Laboratory', 'RDC Only']",
5,Current and Potential Life-threatening Diseases,WT1YUR05,1 year urine weight: Jackknife replicate weight 05,"['U1PN_H_R', 'Perchlorate, Nitrate & Thiocyanate - 24-Hour Urine - First Collection', '2013', '2014', 'Laboratory', 'RDC Only']",
5,Current and Potential Life-threatening Diseases,WT1YUR06,1 year urine weight: Jackknife replicate weight 06,"['U1PN_H_R', 'Perchlorate, Nitrate & Thiocyanate - 24-Hour Urine - First Collection', '2013', '2014', 'Laboratory', 'RDC Only']",
5,Current and Potential Life-threatening Diseases,WT1YUR07,1 year urine weight: Jackknife replicate weight 07,"['U1PN_H_R', 'Perchlorate, Nitrate & Thiocyanate - 24-Hour Urine - First Collection', '2013', '2014', 'Laboratory', 'RDC Only']",
5,Current and Potential Life-threatening Diseases,WT1YUR08,1 year urine weight: Jackknife replicate weight 08,"['U1PN_H_R', 'Perchlorate, Nitrate & Thiocyanate - 24-Hour Urine - First Collection', '2013', '2014', 'Laboratory', 'RDC Only']",
5,Current and Potential Life-threatening Diseases,WT1YUR09,1 year urine weight: Jackknife replicate weight 09,"['U1PN_H_R', 'Perchlorate, Nitrate & Thiocyanate - 24-Hour Urine - First Collection', '2013', '2014', 'Laboratory', 'RDC Only']",
5,Current and Potential Life-threatening Diseases,WT1YUR10,1 year urine weight: Jackknife replicate weight 10,"['U1PN_H_R', 'Perchlorate, Nitrate & Thiocyanate - 24-Hour Urine - First Collection', '2013', '2014', 'Laboratory', 'RDC Only']",
5,Current and Potential Life-threatening Diseases,WT1YUR11,1 year urine weight: Jackknife replicate weight 11,"['U1PN_H_R', 'Perchlorate, Nitrate & Thiocyanate - 24-Hour Urine - First Collection', '2013', '2014', 'Laboratory', 'RDC Only']",
5,Current and Potential Life-threatening Diseases,WT1YUR12,1 year urine weight: Jackknife replicate weight 12,"['U1PN_H_R', 'Perchlorate, Nitrate & Thiocyanate - 24-Hour Urine - First Collection', '2013', '2014', 'Laboratory', 'RDC Only']",
5,Current and Potential Life-threatening Diseases,WT1YUR13,1 year urine weight: Jackknife replicate weight 13,"['U1PN_H_R', 'Perchlorate, Nitrate & Thiocyanate - 24-Hour Urine - First Collection', '2013', '2014', 'Laboratory', 'RDC Only']",
5,Current and Potential Life-threatening Diseases,WT1YUR14,1 year urine weight: Jackknife replicate weight 14,"['U1PN_H_R', 'Perchlorate, Nitrate & Thiocyanate - 24-Hour Urine - First Collection', '2013', '2014', 'Laboratory', 'RDC Only']",
5,Current and Potential Life-threatening Diseases,WT1YUR15,1 year urine weight: Jackknife replicate weight 15,"['U1PN_H_R', 'Perchlorate, Nitrate & Thiocyanate - 24-Hour Urine - First Collection', '2013', '2014', 'Laboratory', 'RDC Only']",
5,Current and Potential Life-threatening Diseases,SEQN,Respondent sequence number,"['U2PN_H_R', 'Perchlorate, Nitrate & Thiocyanate - 24-Hour Urine - Second Collection', '2013', '2014', 'Laboratory', 'RDC Only']",
5,Current and Potential Life-threatening Diseases,UR2CR,"Creatinine, urine 2nd Collection (mg/dL)","['U2PN_H_R', 'Perchlorate, Nitrate & Thiocyanate - 24-Hour Urine - Second Collection', '2013', '2014', 'Laboratory', 'RDC Only']",
5,Current and Potential Life-threatening Diseases,UR2NO3,"Nitrate, urine - 2nd Collection (ng/mL)","['U2PN_H_R', 'Perchlorate, Nitrate & Thiocyanate - 24-Hour Urine - Second Collection', '2013', '2014', 'Laboratory', 'RDC Only']",
5,Current and Potential Life-threatening Diseases,UR2SCN,"Thiocyanate, urine - 2nd Collection (ng/mL)","['U2PN_H_R', 'Perchlorate, Nitrate & Thiocyanate - 24-Hour Urine - Second Collection', '2013', '2014', 'Laboratory', 'RDC Only']",
5,Current and Potential Life-threatening Diseases,UR2UCSTS,Urine collection status,"['U2PN_H_R', 'Perchlorate, Nitrate & Thiocyanate - 24-Hour Urine - Second Collection', '2013', '2014', 'Laboratory', 'RDC Only']",
